Davi;CWB;REC;5 dias;2 estrelas;R$ 6773
Gustavo;RIO;REC;4 dias;4 estrelas;R$ 8433
Felipe;REC;CWB;3 dias;5 estrelas;R$ 8220
Lucas;FOR;SSA;4 dias;4 estrelas;R$ 3373
Gabriel;NAT;VIX;1 dias;2 estrelas;R$ 4723
Sophia;SSA;VIX;2 dias;3 estrelas;R$ 1947
Isabela;POA;SSA;4 dias;1 estrelas;R$ 8364
Manuela;BSB;PMW;2 dias;4 estrelas;R$ 4258
Davi;MAO;VIX;3 dias;4 estrelas;R$ 6270
Lucas;POA;SSA;2 dias;5 estrelas;R$ 5481
Camila;POA;BSB;4 dias;3 estrelas;R$ 2242
Fernando;BSB;RIO;4 dias;2 estrelas;R$ 5489
Gabriel;REC;SAO;2 dias;3 estrelas;R$ 5986
Gabriel;BSB;POA;5 dias;5 estrelas;R$ 9279
Felipe;PMW;BHZ;2 dias;1 estrelas;R$ 4821
Davi;REC;POA;1 dias;2 estrelas;R$ 3001
Vitor;RIO;MAO;1 dias;5 estrelas;R$ 6400
Isadora;MAO;BHZ;4 dias;3 estrelas;R$ 4468
Davi;NAT;VIX;4 dias;4 estrelas;R$ 2342
Lucas;BHZ;VIX;1 dias;5 estrelas;R$ 9668
Vinicius;NAT;REC;2 dias;1 estrelas;R$ 5688
Fernando;MAO;FOR;2 dias;3 estrelas;R$ 8963
Camila;FOR;SSA;4 dias;2 estrelas;R$ 1491
Mariana;SSA;POA;4 dias;5 estrelas;R$ 7893
Larissa;CWB;BSB;2 dias;3 estrelas;R$ 7642
Thiago;POA;VIX;1 dias;3 estrelas;R$ 9219
Manuela;SSA;REC;1 dias;2 estrelas;R$ 5713
Isadora;PMW;SAO;4 dias;2 estrelas;R$ 9572
Lucas;SAO;FOR;5 dias;3 estrelas;R$ 6818
Eduardo;SAO;SSA;5 dias;4 estrelas;R$ 7118
Sophia;NAT;REC;3 dias;5 estrelas;R$ 3488
Mariana;PMW;POA;5 dias;1 estrelas;R$ 8756
Gabriel;BHZ;PMW;2 dias;3 estrelas;R$ 8675
Vitor;SAO;BHZ;2 dias;2 estrelas;R$ 8341
Bruno;SSA;SAO;3 dias;3 estrelas;R$ 8777
Davi;SAO;CWB;1 dias;2 estrelas;R$ 6631
Lucas;SAO;SSA;3 dias;3 estrelas;R$ 1521
Rafael;SSA;CWB;5 dias;4 estrelas;R$ 2768
Rafael;FOR;CWB;2 dias;4 estrelas;R$ 5742
Fernando;SSA;BSB;4 dias;3 estrelas;R$ 8316
Manuela;FOR;SAO;1 dias;1 estrelas;R$ 9089
Isabela;MAO;BSB;4 dias;4 estrelas;R$ 9597
Rodrigo;POA;BSB;3 dias;1 estrelas;R$ 5138
Eduardo;BHZ;CWB;5 dias;2 estrelas;R$ 8271
Anna;SAO;CWB;5 dias;1 estrelas;R$ 8054
Beatriz;POA;BHZ;5 dias;3 estrelas;R$ 9088
Mariana;CWB;VIX;5 dias;2 estrelas;R$ 8636
Thiago;SSA;SAO;4 dias;4 estrelas;R$ 9995
Larissa;FOR;BSB;4 dias;2 estrelas;R$ 3402
Lucas;MAO;SAO;4 dias;5 estrelas;R$ 7216
Larissa;PMW;POA;2 dias;1 estrelas;R$ 7103
Gustavo;BSB;NAT;4 dias;4 estrelas;R$ 1886
Lucas;REC;RIO;5 dias;4 estrelas;R$ 5307
Lucas;CWB;FOR;4 dias;4 estrelas;R$ 8171
Camila;BHZ;VIX;2 dias;1 estrelas;R$ 8756
Lucas;NAT;SAO;5 dias;3 estrelas;R$ 8078
Vitor;MAO;SAO;2 dias;1 estrelas;R$ 1782
Lucas;BHZ;SSA;3 dias;1 estrelas;R$ 6761
Leonardo;BHZ;REC;1 dias;5 estrelas;R$ 2855
Juliana;VIX;SSA;5 dias;2 estrelas;R$ 5109
Rodrigo;RIO;MAO;4 dias;2 estrelas;R$ 9600
Camila;POA;RIO;3 dias;5 estrelas;R$ 1602
Pedro;BHZ;NAT;4 dias;3 estrelas;R$ 1979
Camila;POA;MAO;4 dias;3 estrelas;R$ 7079
Mariana;POA;SAO;4 dias;4 estrelas;R$ 4809
Gabriel;REC;FOR;3 dias;3 estrelas;R$ 2540
Sophia;RIO;PMW;4 dias;4 estrelas;R$ 1454
João;CWB;POA;3 dias;3 estrelas;R$ 5068
Lucas;POA;SSA;2 dias;1 estrelas;R$ 7611
Isadora;VIX;SAO;3 dias;4 estrelas;R$ 9899
Vitor;SAO;BSB;3 dias;1 estrelas;R$ 3156
Gabriel;POA;VIX;2 dias;4 estrelas;R$ 5810
Camila;NAT;RIO;1 dias;3 estrelas;R$ 5557
Eduardo;VIX;CWB;2 dias;3 estrelas;R$ 8590
Beatriz;FOR;VIX;2 dias;3 estrelas;R$ 2116
Mariana;RIO;BHZ;1 dias;5 estrelas;R$ 8845
Leonardo;PMW;NAT;2 dias;2 estrelas;R$ 5629
Vinicius;POA;MAO;4 dias;5 estrelas;R$ 6573
Lucas;BSB;NAT;3 dias;4 estrelas;R$ 8865
Leonardo;PMW;CWB;4 dias;5 estrelas;R$ 2842
Rafael;VIX;BHZ;3 dias;4 estrelas;R$ 6279
Gabriel;FOR;BSB;4 dias;3 estrelas;R$ 9935
Lucas;PMW;NAT;4 dias;5 estrelas;R$ 8185
Camila;RIO;POA;5 dias;1 estrelas;R$ 3396
Vinicius;BHZ;RIO;3 dias;4 estrelas;R$ 4426
Pedro;RIO;SAO;4 dias;1 estrelas;R$ 9026
Lucas;BHZ;FOR;1 dias;2 estrelas;R$ 2360
Isadora;VIX;BHZ;5 dias;4 estrelas;R$ 8450
Beatriz;NAT;PMW;4 dias;4 estrelas;R$ 6193
Davi;POA;MAO;2 dias;5 estrelas;R$ 8509
Pedro;PMW;POA;5 dias;5 estrelas;R$ 7423
Thiago;BHZ;PMW;3 dias;3 estrelas;R$ 7552
Lucas;SSA;REC;1 dias;1 estrelas;R$ 5509
Juliana;NAT;SAO;1 dias;4 estrelas;R$ 9193
Gabriel;MAO;SSA;4 dias;2 estrelas;R$ 4313
Lucas;REC;PMW;5 dias;5 estrelas;R$ 4347
Gabriel;SAO;VIX;1 dias;2 estrelas;R$ 5440
Maria;BHZ;RIO;5 dias;2 estrelas;R$ 6713
Leonardo;REC;VIX;2 dias;4 estrelas;R$ 8375
Isadora;RIO;CWB;2 dias;3 estrelas;R$ 4673
Sophia;BHZ;BSB;1 dias;1 estrelas;R$ 1019
Rodrigo;POA;SSA;1 dias;2 estrelas;R$ 2479
Manuela;SSA;REC;3 dias;3 estrelas;R$ 6519
Lucas;RIO;REC;3 dias;1 estrelas;R$ 7261
Gustavo;SAO;VIX;1 dias;4 estrelas;R$ 6087
Bruno;BSB;FOR;4 dias;4 estrelas;R$ 5789
Pedro;MAO;NAT;3 dias;3 estrelas;R$ 4223
Laura;VIX;POA;2 dias;4 estrelas;R$ 2867
João;BHZ;SAO;4 dias;2 estrelas;R$ 4033
Sophia;FOR;SSA;1 dias;4 estrelas;R$ 8349
Larissa;REC;BHZ;1 dias;1 estrelas;R$ 8201
Camila;RIO;REC;2 dias;1 estrelas;R$ 5391
Fernando;SSA;NAT;4 dias;2 estrelas;R$ 8200
Eduardo;SSA;PMW;3 dias;4 estrelas;R$ 1522
Bruno;BSB;NAT;2 dias;1 estrelas;R$ 3080
Mateus;RIO;CWB;1 dias;1 estrelas;R$ 8845
Larissa;BHZ;SAO;4 dias;3 estrelas;R$ 1227
Maria;POA;BSB;4 dias;3 estrelas;R$ 2789
Fernando;REC;SAO;5 dias;5 estrelas;R$ 4115
Camila;BSB;FOR;5 dias;5 estrelas;R$ 5012
Eduardo;BHZ;CWB;5 dias;5 estrelas;R$ 1416
João;BSB;MAO;4 dias;1 estrelas;R$ 4559
Gustavo;SAO;BHZ;4 dias;4 estrelas;R$ 5036
Mariana;REC;FOR;1 dias;2 estrelas;R$ 5290
Leonardo;SSA;BSB;3 dias;1 estrelas;R$ 6440
Eduardo;RIO;FOR;5 dias;5 estrelas;R$ 9795
Gustavo;PMW;SSA;1 dias;1 estrelas;R$ 2275
Rodrigo;SAO;REC;5 dias;5 estrelas;R$ 9610
Larissa;BSB;RIO;4 dias;3 estrelas;R$ 8170
Larissa;PMW;POA;5 dias;3 estrelas;R$ 3170
Leonardo;MAO;BHZ;1 dias;3 estrelas;R$ 4663
Larissa;NAT;SSA;3 dias;1 estrelas;R$ 2663
João;NAT;BHZ;3 dias;1 estrelas;R$ 7952
Vitor;SAO;BHZ;4 dias;5 estrelas;R$ 8976
Larissa;REC;VIX;3 dias;5 estrelas;R$ 7867
Bruno;VIX;BSB;2 dias;5 estrelas;R$ 7137
Mariana;REC;SSA;3 dias;1 estrelas;R$ 6481
Rodrigo;CWB;RIO;1 dias;5 estrelas;R$ 4293
Clara;NAT;RIO;3 dias;1 estrelas;R$ 5404
Sophia;POA;BHZ;1 dias;1 estrelas;R$ 8687
Bruno;POA;MAO;3 dias;2 estrelas;R$ 8840
Larissa;RIO;CWB;2 dias;3 estrelas;R$ 4708
Manuela;BSB;PMW;3 dias;4 estrelas;R$ 9011
Fernando;RIO;MAO;3 dias;2 estrelas;R$ 2080
Clara;POA;PMW;3 dias;3 estrelas;R$ 4686
Camila;CWB;FOR;5 dias;3 estrelas;R$ 2204
Gustavo;FOR;BSB;3 dias;4 estrelas;R$ 5923
Rafael;VIX;RIO;4 dias;1 estrelas;R$ 9240
Mateus;PMW;CWB;3 dias;4 estrelas;R$ 4509
Gustavo;POA;REC;2 dias;2 estrelas;R$ 5616
Vitor;POA;MAO;4 dias;2 estrelas;R$ 1183
Juliana;VIX;FOR;3 dias;4 estrelas;R$ 5519
Larissa;POA;SSA;1 dias;3 estrelas;R$ 7265
Pedro;REC;FOR;3 dias;5 estrelas;R$ 4901
Sophia;VIX;FOR;1 dias;5 estrelas;R$ 9383
João;REC;MAO;2 dias;2 estrelas;R$ 1399
Isabela;BSB;SSA;3 dias;1 estrelas;R$ 2657
Gabriel;MAO;SSA;2 dias;5 estrelas;R$ 6757
Mariana;FOR;REC;1 dias;1 estrelas;R$ 3187
Fernando;REC;NAT;2 dias;3 estrelas;R$ 3670
Isadora;RIO;SSA;1 dias;1 estrelas;R$ 2418
Lucas;REC;MAO;2 dias;2 estrelas;R$ 2167
Gustavo;BHZ;MAO;5 dias;2 estrelas;R$ 9903
Gustavo;NAT;MAO;5 dias;1 estrelas;R$ 9235
Manuela;BSB;FOR;2 dias;2 estrelas;R$ 8634
Gabriel;SAO;RIO;4 dias;5 estrelas;R$ 4411
Gustavo;NAT;FOR;4 dias;3 estrelas;R$ 5046
Bruno;PMW;MAO;4 dias;4 estrelas;R$ 5976
Davi;SSA;RIO;5 dias;5 estrelas;R$ 4524
Larissa;POA;BHZ;2 dias;5 estrelas;R$ 5897
Camila;POA;VIX;5 dias;4 estrelas;R$ 4287
Isadora;BHZ;CWB;5 dias;1 estrelas;R$ 1295
Gustavo;BHZ;BSB;2 dias;1 estrelas;R$ 6185
Mateus;SAO;REC;1 dias;3 estrelas;R$ 9675
Manuela;CWB;SAO;5 dias;4 estrelas;R$ 6417
Vitor;BHZ;BSB;4 dias;5 estrelas;R$ 5508
Vinicius;BHZ;POA;2 dias;1 estrelas;R$ 4335
Lucas;POA;RIO;4 dias;1 estrelas;R$ 1660
João;BSB;CWB;3 dias;1 estrelas;R$ 2721
Beatriz;REC;RIO;2 dias;1 estrelas;R$ 7276
Mariana;REC;VIX;5 dias;1 estrelas;R$ 7372
Vitor;POA;REC;4 dias;5 estrelas;R$ 2858
Anna;RIO;CWB;1 dias;2 estrelas;R$ 4449
Lucas;REC;SAO;1 dias;3 estrelas;R$ 5185
Felipe;BSB;POA;5 dias;2 estrelas;R$ 2605
Larissa;VIX;POA;1 dias;2 estrelas;R$ 9343
Larissa;CWB;VIX;5 dias;5 estrelas;R$ 4880
Isadora;SAO;FOR;5 dias;4 estrelas;R$ 3161
Anna;BHZ;MAO;5 dias;1 estrelas;R$ 7004
Vinicius;BHZ;MAO;4 dias;3 estrelas;R$ 3390
Davi;REC;PMW;3 dias;4 estrelas;R$ 8857
Mariana;REC;POA;5 dias;1 estrelas;R$ 7019
Isabela;BHZ;VIX;1 dias;4 estrelas;R$ 7649
Isabela;CWB;SSA;1 dias;4 estrelas;R$ 6267
Beatriz;BHZ;CWB;2 dias;3 estrelas;R$ 7490
Bruno;SAO;CWB;5 dias;3 estrelas;R$ 7746
Vitor;MAO;FOR;2 dias;2 estrelas;R$ 2317
Camila;BHZ;POA;4 dias;3 estrelas;R$ 1599
Vitor;VIX;NAT;1 dias;4 estrelas;R$ 1762
Clara;REC;VIX;4 dias;5 estrelas;R$ 3804
Felipe;NAT;FOR;2 dias;4 estrelas;R$ 5449
Gabriel;CWB;FOR;2 dias;5 estrelas;R$ 1075
Gustavo;MAO;FOR;2 dias;3 estrelas;R$ 7885
Bruno;MAO;PMW;1 dias;5 estrelas;R$ 1126
Leonardo;POA;FOR;4 dias;3 estrelas;R$ 4419
Bruno;BSB;CWB;3 dias;4 estrelas;R$ 6939
João;VIX;MAO;1 dias;2 estrelas;R$ 6346
Sophia;FOR;POA;2 dias;5 estrelas;R$ 8794
Davi;BSB;VIX;2 dias;4 estrelas;R$ 7290
Gabriel;CWB;BSB;5 dias;4 estrelas;R$ 1566
Bruno;VIX;RIO;2 dias;1 estrelas;R$ 7576
Fernando;REC;BHZ;4 dias;1 estrelas;R$ 4899
Davi;SSA;MAO;3 dias;4 estrelas;R$ 7801
Larissa;CWB;POA;5 dias;4 estrelas;R$ 2326
Isabela;CWB;MAO;3 dias;1 estrelas;R$ 1266
Gustavo;SSA;BSB;2 dias;4 estrelas;R$ 2864
Isadora;BHZ;PMW;2 dias;5 estrelas;R$ 9647
Gabriel;BSB;MAO;5 dias;2 estrelas;R$ 3188
Beatriz;BSB;BHZ;5 dias;2 estrelas;R$ 8877
Lucas;BSB;VIX;2 dias;4 estrelas;R$ 3962
Larissa;RIO;VIX;1 dias;2 estrelas;R$ 6851
Gustavo;SSA;BHZ;5 dias;4 estrelas;R$ 1495
Sophia;REC;BHZ;5 dias;4 estrelas;R$ 7094
Sophia;VIX;FOR;5 dias;3 estrelas;R$ 3476
Lucas;PMW;RIO;2 dias;1 estrelas;R$ 3086
Fernando;REC;CWB;4 dias;5 estrelas;R$ 3959
Davi;REC;BHZ;1 dias;1 estrelas;R$ 8044
Pedro;VIX;POA;5 dias;2 estrelas;R$ 9697
Camila;MAO;BSB;3 dias;1 estrelas;R$ 1602
Anna;VIX;BSB;1 dias;2 estrelas;R$ 7521
Isadora;RIO;PMW;4 dias;4 estrelas;R$ 2742
Gabriel;BHZ;NAT;1 dias;3 estrelas;R$ 3671
João;FOR;MAO;4 dias;2 estrelas;R$ 5704
Leonardo;RIO;BHZ;4 dias;3 estrelas;R$ 3862
Larissa;POA;BHZ;3 dias;3 estrelas;R$ 2012
Laura;BHZ;REC;2 dias;5 estrelas;R$ 6716
Laura;FOR;SSA;4 dias;2 estrelas;R$ 5125
Larissa;POA;SAO;3 dias;4 estrelas;R$ 9113
Pedro;REC;NAT;4 dias;5 estrelas;R$ 5061
Lucas;BSB;CWB;4 dias;2 estrelas;R$ 7728
Isabela;CWB;POA;1 dias;5 estrelas;R$ 4601
Larissa;FOR;BSB;1 dias;4 estrelas;R$ 7634
Thiago;PMW;NAT;1 dias;3 estrelas;R$ 7899
Camila;CWB;MAO;3 dias;4 estrelas;R$ 6332
Fernando;BSB;SSA;2 dias;3 estrelas;R$ 7877
João;SSA;MAO;1 dias;1 estrelas;R$ 3780
Larissa;NAT;POA;4 dias;2 estrelas;R$ 2172
Gustavo;BSB;NAT;5 dias;3 estrelas;R$ 4972
Leonardo;POA;BHZ;1 dias;4 estrelas;R$ 9687
Rafael;MAO;SAO;3 dias;3 estrelas;R$ 3061
Leonardo;CWB;MAO;2 dias;5 estrelas;R$ 9622
Pedro;MAO;REC;3 dias;4 estrelas;R$ 1811
Mateus;POA;REC;1 dias;5 estrelas;R$ 7084
Lucas;RIO;MAO;4 dias;5 estrelas;R$ 1404
João;BSB;REC;1 dias;4 estrelas;R$ 6651
Mariana;SAO;BHZ;1 dias;4 estrelas;R$ 4305
Natalia;REC;SAO;5 dias;5 estrelas;R$ 7914
Manuela;NAT;FOR;1 dias;2 estrelas;R$ 8028
Mariana;NAT;PMW;5 dias;5 estrelas;R$ 2949
Beatriz;BSB;BHZ;3 dias;5 estrelas;R$ 5948
Mateus;SSA;SAO;4 dias;3 estrelas;R$ 9058
João;CWB;RIO;1 dias;1 estrelas;R$ 6993
Thiago;BHZ;CWB;3 dias;2 estrelas;R$ 8962
Leonardo;VIX;FOR;4 dias;5 estrelas;R$ 9357
Mariana;BSB;FOR;2 dias;5 estrelas;R$ 4818
Camila;VIX;BHZ;3 dias;1 estrelas;R$ 2410
Leonardo;REC;CWB;3 dias;4 estrelas;R$ 3478
Davi;BSB;CWB;1 dias;1 estrelas;R$ 6468
Gustavo;POA;RIO;4 dias;5 estrelas;R$ 9055
Mariana;CWB;BSB;5 dias;5 estrelas;R$ 4963
Pedro;POA;NAT;2 dias;3 estrelas;R$ 8350
Juliana;POA;CWB;2 dias;2 estrelas;R$ 4743
Felipe;POA;BHZ;4 dias;1 estrelas;R$ 8567
Clara;BSB;PMW;5 dias;4 estrelas;R$ 5590
Bruno;BSB;NAT;5 dias;4 estrelas;R$ 6235
Leonardo;REC;BSB;3 dias;5 estrelas;R$ 2981
Camila;NAT;PMW;1 dias;4 estrelas;R$ 1652
Natalia;POA;BSB;3 dias;1 estrelas;R$ 1086
Larissa;PMW;SSA;3 dias;4 estrelas;R$ 1026
Isadora;BHZ;POA;4 dias;4 estrelas;R$ 4349
Bruno;MAO;BHZ;4 dias;4 estrelas;R$ 1284
Rafael;PMW;BSB;2 dias;4 estrelas;R$ 5263
Larissa;PMW;BHZ;5 dias;3 estrelas;R$ 2833
Beatriz;FOR;POA;5 dias;5 estrelas;R$ 9806
Thiago;NAT;REC;3 dias;3 estrelas;R$ 1904
Larissa;POA;FOR;5 dias;3 estrelas;R$ 3353
Gustavo;POA;PMW;4 dias;4 estrelas;R$ 1825
Thiago;BHZ;POA;2 dias;1 estrelas;R$ 4275
Gustavo;FOR;MAO;5 dias;2 estrelas;R$ 7652
Vitor;CWB;VIX;3 dias;2 estrelas;R$ 2738
Juliana;REC;VIX;2 dias;3 estrelas;R$ 9996
Laura;REC;MAO;3 dias;5 estrelas;R$ 4655
Gabriel;CWB;NAT;1 dias;1 estrelas;R$ 7055
Juliana;BSB;SAO;4 dias;2 estrelas;R$ 7340
Rafael;FOR;SSA;1 dias;5 estrelas;R$ 6399
Beatriz;VIX;RIO;1 dias;3 estrelas;R$ 4533
Lucas;SAO;CWB;4 dias;4 estrelas;R$ 8818
Felipe;BHZ;MAO;2 dias;3 estrelas;R$ 3670
Camila;SSA;NAT;5 dias;4 estrelas;R$ 2008
Camila;REC;CWB;5 dias;5 estrelas;R$ 6228
Lucas;RIO;BHZ;1 dias;2 estrelas;R$ 1921
João;SAO;POA;4 dias;1 estrelas;R$ 6290
Isabela;RIO;VIX;4 dias;5 estrelas;R$ 2317
Vinicius;PMW;NAT;3 dias;4 estrelas;R$ 6387
Gabriel;SSA;REC;5 dias;5 estrelas;R$ 6115
Larissa;REC;SAO;5 dias;4 estrelas;R$ 4098
Juliana;SAO;FOR;5 dias;1 estrelas;R$ 8528
Maria;POA;SAO;5 dias;3 estrelas;R$ 2756
Gabriel;POA;NAT;2 dias;2 estrelas;R$ 2176
Camila;NAT;PMW;2 dias;4 estrelas;R$ 4128
Isabela;VIX;SAO;1 dias;2 estrelas;R$ 1530
Felipe;POA;BSB;4 dias;5 estrelas;R$ 7272
Isabela;RIO;PMW;3 dias;3 estrelas;R$ 7516
Felipe;SSA;FOR;5 dias;3 estrelas;R$ 7695
Felipe;MAO;BSB;1 dias;5 estrelas;R$ 4327
Fernando;CWB;BSB;3 dias;5 estrelas;R$ 2329
Mariana;RIO;PMW;4 dias;3 estrelas;R$ 3967
Juliana;VIX;SSA;2 dias;1 estrelas;R$ 3152
Gabriel;PMW;FOR;5 dias;4 estrelas;R$ 1507
Isadora;NAT;REC;2 dias;2 estrelas;R$ 3757
Maria;CWB;POA;1 dias;3 estrelas;R$ 3000
Mateus;CWB;SAO;3 dias;3 estrelas;R$ 8257
Camila;MAO;BSB;2 dias;2 estrelas;R$ 6284
Eduardo;NAT;SSA;5 dias;3 estrelas;R$ 4733
Gabriel;VIX;REC;2 dias;2 estrelas;R$ 9739
Davi;FOR;SSA;5 dias;4 estrelas;R$ 1137
Davi;SSA;PMW;3 dias;5 estrelas;R$ 3059
Larissa;VIX;SSA;2 dias;5 estrelas;R$ 2387
Fernando;MAO;CWB;4 dias;5 estrelas;R$ 9091
Camila;SSA;MAO;3 dias;5 estrelas;R$ 8767
Larissa;REC;VIX;2 dias;2 estrelas;R$ 3772
Isabela;PMW;RIO;5 dias;1 estrelas;R$ 7565
Isabela;POA;FOR;5 dias;5 estrelas;R$ 1761
Rodrigo;FOR;BHZ;3 dias;2 estrelas;R$ 3085
Mariana;REC;POA;2 dias;4 estrelas;R$ 6172
Fernando;VIX;PMW;4 dias;3 estrelas;R$ 1933
Natalia;SAO;VIX;2 dias;5 estrelas;R$ 5892
Rodrigo;PMW;BSB;4 dias;1 estrelas;R$ 3007
Laura;NAT;CWB;5 dias;5 estrelas;R$ 2810
Mariana;FOR;POA;2 dias;3 estrelas;R$ 7230
Larissa;REC;FOR;5 dias;3 estrelas;R$ 9113
Juliana;CWB;SSA;1 dias;4 estrelas;R$ 5785
Larissa;VIX;SSA;5 dias;1 estrelas;R$ 1280
João;VIX;RIO;3 dias;4 estrelas;R$ 5585
Larissa;REC;BHZ;5 dias;4 estrelas;R$ 6543
Larissa;CWB;PMW;4 dias;2 estrelas;R$ 9521
Davi;SAO;NAT;4 dias;2 estrelas;R$ 8598
Sophia;NAT;VIX;5 dias;2 estrelas;R$ 3655
Larissa;SSA;REC;5 dias;2 estrelas;R$ 2329
Lucas;CWB;MAO;4 dias;4 estrelas;R$ 8101
Camila;SAO;RIO;2 dias;2 estrelas;R$ 1334
Vinicius;SSA;SAO;1 dias;1 estrelas;R$ 3743
Davi;MAO;RIO;5 dias;1 estrelas;R$ 3995
Camila;BSB;SSA;5 dias;2 estrelas;R$ 2750
Lucas;REC;BHZ;1 dias;4 estrelas;R$ 3449
Camila;BSB;MAO;5 dias;1 estrelas;R$ 8483
Vitor;SSA;MAO;2 dias;3 estrelas;R$ 7643
Manuela;BHZ;REC;1 dias;4 estrelas;R$ 2491
Rodrigo;RIO;BHZ;2 dias;4 estrelas;R$ 3982
Vitor;CWB;RIO;4 dias;4 estrelas;R$ 7651
Eduardo;VIX;FOR;4 dias;3 estrelas;R$ 5951
Clara;SAO;BSB;5 dias;2 estrelas;R$ 2004
Natalia;BSB;CWB;3 dias;3 estrelas;R$ 5384
João;SSA;BSB;4 dias;3 estrelas;R$ 4886
Larissa;FOR;RIO;4 dias;5 estrelas;R$ 4200
Natalia;NAT;MAO;1 dias;1 estrelas;R$ 4012
Davi;CWB;RIO;1 dias;5 estrelas;R$ 2305
Mariana;REC;SAO;2 dias;5 estrelas;R$ 8630
Mateus;NAT;MAO;1 dias;5 estrelas;R$ 8533
Mariana;BSB;PMW;5 dias;1 estrelas;R$ 2097
Mariana;RIO;POA;1 dias;1 estrelas;R$ 2870
Pedro;CWB;POA;3 dias;5 estrelas;R$ 6645
Juliana;NAT;FOR;1 dias;1 estrelas;R$ 2956
Manuela;CWB;SSA;1 dias;3 estrelas;R$ 9930
Vitor;POA;FOR;4 dias;5 estrelas;R$ 2765
Larissa;VIX;RIO;1 dias;2 estrelas;R$ 4635
Vitor;BHZ;NAT;5 dias;5 estrelas;R$ 5801
Rafael;PMW;MAO;1 dias;2 estrelas;R$ 5534
Isadora;SSA;REC;3 dias;1 estrelas;R$ 4888
Juliana;RIO;NAT;3 dias;4 estrelas;R$ 6799
Bruno;POA;FOR;1 dias;2 estrelas;R$ 3932
Vitor;BSB;MAO;5 dias;4 estrelas;R$ 4629
Larissa;FOR;BSB;1 dias;5 estrelas;R$ 7987
Mariana;CWB;NAT;2 dias;4 estrelas;R$ 9667
Sophia;BSB;RIO;5 dias;1 estrelas;R$ 2546
Bruno;FOR;SSA;5 dias;1 estrelas;R$ 9342
Mateus;FOR;REC;1 dias;1 estrelas;R$ 7559
Bruno;REC;POA;4 dias;2 estrelas;R$ 2899
Vitor;BSB;RIO;4 dias;1 estrelas;R$ 4059
Larissa;REC;FOR;3 dias;1 estrelas;R$ 2792
Gustavo;VIX;BSB;2 dias;3 estrelas;R$ 1430
Larissa;CWB;SSA;3 dias;3 estrelas;R$ 6230
Larissa;NAT;BHZ;3 dias;4 estrelas;R$ 7617
Fernando;BHZ;BSB;5 dias;4 estrelas;R$ 2246
João;RIO;PMW;2 dias;1 estrelas;R$ 1335
Felipe;VIX;BHZ;3 dias;3 estrelas;R$ 6977
Clara;NAT;FOR;2 dias;4 estrelas;R$ 4204
Davi;CWB;SAO;4 dias;5 estrelas;R$ 6763
Lucas;NAT;MAO;3 dias;2 estrelas;R$ 8576
Laura;SSA;VIX;4 dias;4 estrelas;R$ 2265
Lucas;MAO;PMW;5 dias;1 estrelas;R$ 8170
Larissa;BSB;BHZ;1 dias;5 estrelas;R$ 3410
Anna;SAO;PMW;2 dias;4 estrelas;R$ 1448
Manuela;RIO;MAO;3 dias;2 estrelas;R$ 1217
Gabriel;SAO;NAT;2 dias;1 estrelas;R$ 1896
Pedro;CWB;BSB;3 dias;3 estrelas;R$ 9561
Mateus;REC;MAO;2 dias;1 estrelas;R$ 3215
Larissa;SSA;NAT;3 dias;3 estrelas;R$ 3702
Larissa;SAO;PMW;3 dias;3 estrelas;R$ 1064
Gabriel;MAO;VIX;3 dias;4 estrelas;R$ 6818
Beatriz;MAO;VIX;4 dias;1 estrelas;R$ 4388
Pedro;CWB;MAO;4 dias;4 estrelas;R$ 8090
Davi;CWB;PMW;3 dias;4 estrelas;R$ 5077
Isadora;FOR;NAT;2 dias;4 estrelas;R$ 9953
Mateus;FOR;REC;1 dias;4 estrelas;R$ 8086
Isabela;SAO;MAO;2 dias;1 estrelas;R$ 8562
Lucas;BSB;RIO;1 dias;4 estrelas;R$ 4902
Bruno;FOR;SAO;3 dias;5 estrelas;R$ 6610
Mariana;RIO;BSB;4 dias;1 estrelas;R$ 6951
Camila;SAO;POA;2 dias;2 estrelas;R$ 9812
Vinicius;MAO;CWB;5 dias;1 estrelas;R$ 5543
Gabriel;BSB;REC;4 dias;2 estrelas;R$ 2346
Pedro;BSB;VIX;5 dias;4 estrelas;R$ 8202
Gabriel;REC;SSA;3 dias;2 estrelas;R$ 6657
Juliana;PMW;VIX;2 dias;1 estrelas;R$ 9564
Eduardo;BSB;SSA;3 dias;1 estrelas;R$ 6256
Leonardo;VIX;FOR;1 dias;5 estrelas;R$ 6168
Clara;BHZ;CWB;5 dias;4 estrelas;R$ 5567
Isadora;POA;CWB;1 dias;5 estrelas;R$ 4003
Pedro;PMW;BSB;5 dias;2 estrelas;R$ 5936
Bruno;FOR;PMW;5 dias;1 estrelas;R$ 7573
Anna;NAT;SSA;2 dias;2 estrelas;R$ 9972
Juliana;SAO;POA;1 dias;1 estrelas;R$ 7614
Maria;PMW;BSB;4 dias;5 estrelas;R$ 2104
Bruno;PMW;RIO;1 dias;4 estrelas;R$ 7652
Bruno;SSA;FOR;3 dias;1 estrelas;R$ 8226
Lucas;PMW;BSB;1 dias;2 estrelas;R$ 3390
Pedro;BHZ;CWB;1 dias;4 estrelas;R$ 5106
Juliana;SSA;MAO;2 dias;5 estrelas;R$ 1302
Laura;RIO;BSB;1 dias;5 estrelas;R$ 1205
